obs,How many times in the last week did you do the following? - Make and eat lunch at home,How many times in the last week did you do the following? - Bring own lunch to work,"How many times in the last week did you do the following? - Buy lunch at workplace (e.g., cafeteria)",How many times in the last week did you do the following? - Buy lunch at a restaurant / food court / food truck,How many times in the last week did you do the following? - Skipped lunch / ate a small snack item,How many times in the last week did you do the following? - Other (please specify):,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Second most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Third most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Fourth most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Fifth most frequent,Have you ever visited Sticks Kebob Shop?,How did you first find out about Sticks? - Heard from a friend or colleague,"How did you first find out about Sticks? - Saw in media ( print or online-Facebook, blog, review)","How did you first find out about Sticks? - Direct marketing ( e.g., Valpak, Groupon)",How did you first find out about Sticks? - Noticed while driving or walking by restaurant,"How did you first find out about Sticks? - Noticed from catering at workplace ( e.g., menu stack)",How did you first find out about Sticks? - Noticed at outdoor event / food festival,How did you first find out about Sticks? - Other (please specify),Have you eaten at Sticks in the past three months?,"In the last month, how often have you visited Sticks for the following occasions? - Weekday lunch","In the last month, how often have you visited Sticks for the following occasions? - Weekday dinner","In the last month, how often have you visited Sticks for the following occasions? - Weekend lunch","In the last month, how often have you visited Sticks for the following occasions? - Weekend dinner","In the last month, how often have you visited Sticks for the following occasions? - Sticks event ( catering at work, food festival)","In the last month, how often have you visited Sticks for the following occasions? - After school snack or after sports practice / event","In the last month, how often have you visited Sticks for the following occasions? - Other (please specify)",Please indicate how important the following factors are when you visit a restaurant  - Convenient place to eat,Please indicate how important the following factors are when you visit a restaurant  - Variety of menu options,Please indicate how important the following factors are when you visit a restaurant  - Good value for money,Please indicate how important the following factors are when you visit a restaurant  - Healthy menu options,Please indicate how important the following factors are when you visit a restaurant  - Food taste and satisfaction,Please indicate how important the following factors are when you visit a restaurant  - Friendly staff,Please indicate how important the following factors are when you visit a restaurant  - Pleasant ambiance,Please indicate how important the following factors are when you visit a restaurant  - Consistency / reliability,Please indicate how important the following factors are when you visit a restaurant  - Part of community,Please indicate how important the following factors are when you visit a restaurant  - Other (please specify),Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Convenient place to eat,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Variety of menu options,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Good value for money,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Healthy menu options,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Food taste and satisfaction,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Friendly staff,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Pleasant ambiance,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Consistency / reliability,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Part of community,Please indicate how you rate Sticks in comparison to similar restaurants that you visit regularly  - Other (please specify),What is your gender?,What is your age?,What is your approximate average annual household income?,How would you best describe your household type?,"How many children, by age, currently live in your household? - less than 12 years old","How many children, by age, currently live in your household? - 12-17 years old","How many children, by age, currently live in your household? - 18 and older",Please indicate your best answers to the following: - I tend to plan things very carefully,Please indicate your best answers to the following: - I sometimes have trouble controlling my spending,Please indicate your best answers to the following: - I think it is important to purchase products that are made locally,Please indicate your best answers to the following: - I carefully consider the health benefits of what I eat,Please indicate your best answers to the following: - Comments:,What is your profession? - Accountant,What is your profession? - Lawyer,What is your profession? - General purpose contractor,What is your profession? - Design,What is your profession? - Educator,What is your profession? - Homemaker,What is your profession? - Business professional,What is your profession? - Other (please specify),"If you have children living at home, in what activities do they participate?  Please check all that apply. - Soccer","If you have children living at home, in what activities do they participate?  Please check all that apply. - Football","If you have children living at home, in what activities do they participate?  Please check all that apply. - Tennis","If you have children living at home, in what activities do they participate?  Please check all that apply. - Lacrosse","If you have children living at home, in what activities do they participate?  Please check all that apply. - Swimming","If you have children living at home, in what activities do they participate?  Please check all that apply. - Music","If you have children living at home, in what activities do they participate?  Please check all that apply. - Hiking","If you have children living at home, in what activities do they participate?  Please check all that apply. - Visiting local attractions","If you have children living at home, in what activities do they participate?  Please check all that apply. - Visiting children's museums","If you have children living at home, in what activities do they participate?  Please check all that apply. - Attending local sporting events","If you have children living at home, in what activities do they participate?  Please check all that apply. - Other (please specify)",In what activities or hobbies do you participate yourself? - Volunteer work,In what activities or hobbies do you participate yourself? - Tennis,In what activities or hobbies do you participate yourself? - Swimming,In what activities or hobbies do you participate yourself? - Skiing / snow boarding,In what activities or hobbies do you participate yourself? - Running,In what activities or hobbies do you participate yourself? - Hiking,In what activities or hobbies do you participate yourself? - Golf,In what activities or hobbies do you participate yourself? - Gardening,In what activities or hobbies do you participate yourself? - Fishing,In what activities or hobbies do you participate yourself? - Camping,In what activities or hobbies do you participate yourself? - Bicycling,In what activities or hobbies do you participate yourself? - Yoga,In what activities or hobbies do you participate yourself? - Book clubs,In what activities or hobbies do you participate yourself? - Eating out,In what activities or hobbies do you participate yourself? - Attending local sports events,In what activities or hobbies do you participate yourself? - Visiting museums,In what activities or hobbies do you participate yourself? - Kid's activities,In what activities or hobbies do you participate yourself? - Other (please specify),"In the last month, how many times have you used coupons when you visited a restaurant?",How do you find restaurant coupons?  Please check all that apply. - Valpak or other direct mail items,"How do you find restaurant coupons?  Please check all that apply. - Coupon from coupon site or blog ( e.g., print at home)",How do you find restaurant coupons?  Please check all that apply. - Groupon or other social / daily deal offers,How do you find restaurant coupons?  Please check all that apply. - Store receipt offer ( from previous visit),"How do you find restaurant coupons?  Please check all that apply. - Loyalty card reward ( e.g., 10th visit free meal)","How do you find restaurant coupons?  Please check all that apply. - Offers mentioned in media: radio, tv, newspaper, etc.",How do you find restaurant coupons?  Please check all that apply. - Other (please specify)
467.00,3,4,1,3,1,,McDonalds,Woodgrill,Hibachi Grill,Wendys,Sticks,1,1,,,,,,,2,,,,,,,,1,2,1,2,1,2,2,1,3,,3,3,4,1,1,3,3,3,6,,2,2,2,2,2,,,2,3,5,3,,,,,,,,7,IT,,,,,,,,,,10,,,,,,5,,,8,,,,,,14,15,,17,,2,1,,,,,,
469.00,2,5,,2,2,,Chick-Fil-A,Pizza,Shorty's,Olive Garden,Pierces,1,,,,4,,,,1,1,1,6,1,1,6,,1,1,1,2,2,2,3,1,3,,3,3,4,,2,3,3,3,6,,1,3,2,2,,1,,2,2,2,3,,,,,,,,7,,,,,,,6,,8,,,,,,,,,,,8,,,,,,14,,16,,reading,5,1,,3,4,5,6,
270.00,2,5,1,2,1,,Arbys,bar at Ellwood Thompson,bar at Whole Foods,Sticks,chic fil a,1,1,,,,,,,1,3,6,6,6,6,6,,2,2,2,2,2,2,3,2,2,,2,2,2,1,1,1,1,1,2,,1,3,1,2,,,1,2,2,2,2,,,,,,,,7,,,,,,,,,,,,,1,,,,,6,,8,9,10,11,12,,,,,,,1,,,,,,,
272.00,5,1,1,4,1,,Chick-fil-a,Pizza Bella,Sticks,Aromas,River Run,1,1,,,,,,,1,2,6,6,6,6,6,,2,2,2,1,1,1,1,1,1,"Local owner, local restaurant",3,3,3,3,3,3,3,3,3,,2,2,1,3,,,,2,3,1,1,,,,,,,,7,Dog catcher,,,,,,,,,,,N/A,1,,,,,6,,,,,,,,14,,,,work out regularly,3,1,,,4,,,
274.00,3,1,1,5,2,,sticks,riverside lunch,tiptop,aqui mexico,beer run,1,1,,,,,,,1,6,4,1,,4,1,,2,2,1,2,1,2,2,1,3,,1,3,2,2,2,3,2,2,6,,2,4,3,2,,,,3,3,2,3,,,,,,,,7,Self Employed,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,1,,,,,,,
275.00,1,4,1,3,1,,Rapture,Rev soup,Panera,Sticks,Citizen burger,1,,,,4,,,,1,1,2,6,2,1,6,,2,1,1,1,1,2,2,1,1,,2,1,1,1,1,1,3,2,2,,1,3,2,2,,,2,1,4,1,1,,,,,,5,,,,1,,,,,6,7,,,10,,,,,,5,6,,8,,,,12,,14,15,,,,1,,,,,,,
279.00,1,4,1,3,,,Applebees,McDonalds,Wendy's,Chinese,Sticks,1,1,,,,,,,1,1,6,6,6,6,6,,2,2,1,2,1,1,1,1,2,,1,1,2,1,1,2,1,1,2,,1,3,1,1,0,0,0,2,2,5,2,,,,,,,,7,,,,,,,,,,,,,1,,,4,,6,7,,,10,11,,,14,15,16,,,2,1,,,,,,
284.00,2,5,,3,,,Bodos,Voccellis,Boylan heights,Mellow mushroom,Whole foods,1,1,,,,,,,1,1,1,1,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.00,2,1,2,5,2,I work for dominoes.   Eat free za often,Mcdondalds,Wendys,Dominoes,Wing place,Chinese buffet place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.00,1,1,1,6,2,,Everyday cafe - Liberty,Mcdonalds,Wendys,Arbys,Burger King,1,1,,,,,,,1,3,1,6,6,6,6,,1,1,1,1,1,1,1,1,1,,1,1,4,1,1,1,1,1,1,,1,2,2,2,2,0,0,3,2,2,2,,,,,,,,7,Insurance Adjuster,,,,,,,,,,,none,,,,,,,,,,,,,,14,,,,,3,,,,,,6,
309.00,3,1,1,4,3,,TAVERN ON THE JAMES,AMICIS,STICKS,CHICK FILET,,1,1,,,,,,,1,2,6,6,6,6,6,,1,1,1,1,1,1,1,1,2,,3,3,3,2,2,3,3,2,3,,1,3,1,2,,,,2,2,2,2,,,,,,,6,,,,,,,,,,,,,,1,,,,,6,,8,,10,,,,14,,,,,1,,,,,,,
310.00,4,2,,3,2,,Bodo's,Sticks,Ariana's,,,1,1,,,,,,,1,6,2,1,6,6,3,,1,1,1,1,1,1,2,1,2,,1,1,4,1,1,1,1,1,1,,2,3,2,2,2,,,3,3,1,1,,,,,,,,7,,,2,3,,,6,7,,,10,,1,2,,4,5,6,,,,10,,,13,14,15,,17,,2,1,2,3,4,5,6,
311.00,2,1,1,4,2,,Carving board,Kyoto,Chick-Fil-A,Sticks,Wendy's,1,1,,,,,,,1,4,4,,,,,,1,2,2,1,1,2,2,1,3,,1,1,2,1,1,3,3,1,3,,1,3,2,2,0,0,0,2,3,2,1,,,,,,,,7,Registered Nurse,,,,,,,,,,,,1,,,,,,,,,,,,,14,,,,"art and theatre, ballroom dancing",1,,,,,,,
315.00,4,2,1,2,2,,Kyung Sung,Center Street Grille,The Cove,Chik Fil A,bUFFALO wILD wINGS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,,2,1,1,1,,,,,,,6,,,1,,,,,,7,8,9,10,,,,,,,,,8,9,10,11,,13,14,15,16,17,,2,1,2,3,4,5,,
322.00,3,4,1,2,1,,panera,chipotle,chick fil a,,,1,1,,,,,,,2,,,,,,,,2,2,1,1,1,2,2,1,2,,1,1,1,1,1,1,1,1,1,,1,3,2,2,,,,1,3,2,1,,,,,,,,7,,,,,4,,,,,,,,1,,,,5,,,8,,,,12,,,,,17,,3,1,2,,4,5,,
323.00,5,1,1,2,1,,at home,The Cook Out,Busch Gardens,Sticks,DOG Street Pub,1,,,,4,,,,1,,1,,,,,,1,2,1,1,1,1,1,1,2,,2,3,2,2,2,2,3,2,3,,2,2,1,2,,,,1,1,2,2,,,,,,5,,,Museum Work,,,,,,,,,,,,1,,,,,6,,,9,10,11,,,,,16,,,1,,,,,,,
324.00,4,2,1,3,2,,Zazus,Sticks,Outback,Guadalajara,Plaza Azteca,1,1,,,,,,,1,3,4,2,3,6,6,,1,1,1,1,1,2,2,2,2,,2,3,3,2,2,2,2,2,2,,2,2,2,1,0,0,0,2,4,2,2,,,,,,,,7,IT,,,,,,,,,,,,,,,,5,6,,,,,,,,14,,16,,Soccer,2,1,,3,4,5,6,
329.00,2,5,3,,,,Panera,Sticks,Noodles & Company,Hondos,Burgerworks,1,1,,,,,,,1,2,1,,1,,,,1,2,1,2,1,2,2,1,3,,1,3,4,2,3,3,3,3,6,,1,2,2,1,0,,,1,4,2,1,,,,,4,,,,,,,,,,,,,,,,,2,,,5,6,,,,,11,,,14,,,,,3,1,2,,4,5,,
330.00,1,6,1,1,1,,Outback,Jason's Deli,Mexican,Sticks,Melting Pot,1,1,,,,,,,1,6,3,6,6,6,6,,1,1,1,1,1,1,1,1,3,,4,3,3,2,2,3,3,3,6,,1,2,3,2,0,0,0,1,2,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,5,,,,,,,12,,14,,,,,2,1,,3,,5,,
333.00,1,1,1,6,1,,Shadwells,Applebees,Tubbys,Sticks,Outback,1,1,,,,,,,1,3,1,1,6,6,6,,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,,1,3,2,2,,,,1,4,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,,5,,
335.00,5,6,1,3,1,,Fire House Subs,Sub Way,Noodles,Panera,"Red, Hot and Blue",1,,,,4,,,,1,1,6,1,6,6,6,,1,2,1,2,,1,2,1,2,,2,3,2,2,1,1,2,1,3,,1,3,3,2,,,,1,3,2,2,,,,,,5,,,,,,,,,,,,,,,1,,,,,6,,8,,,,,,14,,16,17,,2,1,,,4,5,,
336.00,4,1,4,2,1,,Sticks,guadelahara,Thai 99,Fry Springs Station,C&O,1,,,,4,,,,1,4,6,1,1,6,6,,2,2,1,1,1,2,2,1,2,,2,2,4,2,2,3,3,2,3,too expensive,1,2,1,2,,,,2,3,2,1,,,,,,5,,,nurse,,,,,,,,,,,,,,3,,5,6,,8,,10,,,,14,15,16,,,1,,,,,,,
337.00,4,3,1,3,1,,Sticks,Bodos,Panera,Subway,brixx,1,1,,,,,,,1,1,3,1,3,6,6,,1,3,2,1,1,2,2,1,2,,3,3,2,1,1,2,3,1,2,,1,3,3,2,0,0,0,2,4,1,1,,,,,,,6,,registered nurse,,,,,,,,,,,,1,,,,,6,,,,,,12,,,,16,,,1,,,,,,,
339.00,3,1,1,5,2,,Ruby Tuesday,Whole Foods,Sticks,Panera,Aromas,1,1,,,,,,,1,6,3,6,1,6,6,,1,2,2,3,2,3,4,2,2,,1,3,2,2,2,3,3,3,2,,1,4,3,2,0,0,0,3,4,2,2,,,,,4,,,,retired,,,,,,,,,,,no children,1,,,,,,,,,,,12,13,14,15,,,,2,,,,4,5,,
345.00,4,1,1,2,1,,Panera,Chick Fil A,Moe's,Champps,Toast,1,,,,,5,,,2,,,,,,,,2,2,1,2,1,2,2,1,2,,3,2,3,2,2,3,3,2,3,,1,3,3,2,1,,,1,4,2,2,,,,,,,,7,,1,,3,,5,,,8,9,10,"Gymnastics, Basketball",1,2,3,,5,,7,,,,11,,13,14,15,16,17,,3,1,,3,4,5,,
348.00,3,4,1,3,1,,Chipotle,Sticks,Panera,A food truck,Arbys,1,1,,,,,,,1,3,6,6,6,6,6,,1,2,1,3,1,2,2,1,3,,3,3,3,6,2,3,3,3,6,,1,1,1,2,,,,2,3,2,3,,,,,,,,7,,,,,,,,,,,,,1,,,,5,,,,,,,,,14,,,,,2,,,3,,,,
349.00,3,5,1,2,1,,Chipotle,Panera,Sticks,Sticky Rice,08/01/2002,1,,,,4,,,,1,3,1,6,6,6,6,,1,4,1,1,1,5,5,4,5,,1,4,5,1,1,3,3,2,3,,1,2,2,2,0,0,0,1,4,4,1,,,,,,,,7,Scientist,,,,,,,,,,,,1,,,,5,,,,,,,,,14,15,16,,,4,,2,3,4,5,,
